0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
146,146
147,147
148,148
149,149
150,150
151,151
152,152
153,153
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,161
162,162
163,163
164,164
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,178
179,179
180,180
181,181
182,182
183,183
184,184
185,185
186,186
187,187
188,188
189,189
190,190
191,191
192,192
193,193
194,194
195,195
196,196
197,197
198,198
199,199
200,200
201,201
202,202
203,203
204,204
205,205
206,206
207,207
208,208
209,209
210,210
211,211
212,212
213,213
214,214
215,215
216,216
217,217
218,218
219,219
220,220
221,221
222,222
223,223
224,224
225,225
226,226
227,227
228,228
229,229
230,230
231,231
232,232
233,233
234,234
235,235
236,236
237,237
238,238
239,239
240,240
241,241
242,242
243,243
244,244
245,245
246,246
247,247
248,248
249,249
250,250
251,251
252,252
253,253
254,254
255,255
256,256
257,257
258,258
259,259
260,260
261,261
262,262
263,263
264,264
265,265
266,266
267,267
268,268
269,269
270,270
271,271
272,272
273,273
274,274
275,275
276,276
277,277
278,278
279,279
280,280
281,281
282,282
283,283
284,284
285,285
286,286
287,287
288,288
289,289
290,290
291,291
292,292
293,293
294,294
295,295
296,296
297,297
298,298
299,299
300,300
301,301
302,302
303,303
304,304
305,305
306,306
307,307
308,308
309,309
310,310
311,311
312,312
313,313
314,314
315,315
316,316
317,317
318,318
319,319
320,320
321,321
322,322
323,323
324,324
325,325
326,326
327,327
328,328
329,329
330,330
331,331
332,332
333,333
334,334
335,335
336,336
337,337
338,338
339,339
340,340
341,341
342,342
343,343
344,344
345,345
346,346
347,347
348,348
349,349
350,350
351,351
352,352
353,353
354,354
355,355
356,356
357,357
358,358
359,359
360,360
361,361
362,362
363,363
364,364
365,365
366,366
367,367
368,368
369,369
370,370
371,371
372,372
373,373
374,374
375,375
376,376
377,377
378,378
379,379
380,380
381,381
382,382
383,383
384,384
385,385
386,386
387,387
388,388
389,389
390,390
391,391
392,392
393,393
394,394
395,395
396,396
397,397
398,398
399,399
400,400
401,401
402,402
403,403
404,404
405,405
406,406
407,407
408,408
409,409
410,410
411,411
412,412
413,413
414,414
415,415
416,416
417,417
418,418
419,419
420,420
421,421
422,422
423,423
424,424
425,425
426,426
427,427
428,428
429,429
430,430
431,431
432,432
433,433
434,434
435,435
436,436
437,437
438,438
439,439
440,440
441,441
442,442
443,443
444,444
445,445
446,446
447,447
448,448
449,449
450,450
451,451
452,452
453,453
454,454
455,455
456,456
457,457
458,458
459,459
460,460
461,461
462,462
463,463
464,464
465,465
466,466
467,467
468,468
469,469
470,470
471,471
472,472
473,473
474,474
475,475
476,476
477,477
478,478
479,479
480,480
481,481
482,482
483,483
484,484
485,485
486,486
487,487
488,488
489,489
490,490
491,491
492,492
493,493
494,494
495,495
496,496
497,497
498,498
499,499
500,500
501,501
502,502
503,503
504,504
505,505
506,506
507,507
508,508
509,509
510,510
511,511

0,273,0.010078
0,306,7.558497
0,392,5.332345
1,68,0.479976
1,289,6.796171
1,476,3.841186
2,86,8.311344
2,386,0.544082
3,17,6.714782
4,172,3.840322
4,324,4.180685
4,422,5.893877
5,6,8.463207
5,16,0.928729
5,46,4.165834
5,283,9.104105
6,76,2.631905
6,159,7.363458
6,398,6.330059
6,454,9.910463
7,3,2.477918
7,190,7.229377
7,288,6.518671
9,78,6.320031
9,193,2.734373
10,139,7.667283
11,31,2.385367
11,91,3.599057
12,108,4.870309
12,157,9.092989
12,475,9.047484
13,46,5.167757
14,26,9.866555
15,0,2.668784
15,34,9.478165
15,42,5.012064
15,280,2.778047
16,36,5.302176
17,15,9.410390
17,265,7.617527
18,203,8.279895
18,287,0.168518
19,88,8.683789
20,26,7.364883
20,196,9.994584
20,272,2.339617
20,309,3.516642
20,478,5.915225
21,379,4.126687
22,14,2.700480
22,212,2.879252
23,15,1.545663
23,56,8.026033
23,229,5.349154
24,260,9.554054
25,41,5.550293
25,136,6.252244
25,369,1.606078
25,475,7.149953
27,255,0.918993
27,385,0.039966
28,188,0.278494
28,301,9.379594
29,303,1.817150
30,94,8.871037
31,127,1.511847
31,218,3.864289
31,394,5.002413
31,399,5.875994
32,234,5.905185
33,39,5.565900
33,162,9.833218
33,175,1.426780
33,355,2.528743
34,267,4.645665
35,99,1.269048
36,80,3.199304
36,352,1.275854
37,84,6.220124
38,182,2.485939
39,79,3.899249
39,148,0.293468
39,167,4.270709
39,295,9.475393
39,322,1.320573
39,439,0.930815
40,34,0.719925
40,120,2.538043
40,221,7.833700
41,45,3.501746
41,140,8.091356
41,188,6.519944
41,427,6.799128
42,88,2.508755
42,299,4.717911
44,49,6.007933
44,62,7.560877
44,288,9.514161
45,121,4.398910
45,129,6.892919
45,373,9.871584
46,19,8.514184
46,111,5.378883
46,184,1.043305
47,142,5.771399
48,121,4.405986
48,254,8.693945
49,155,8.009196
49,185,7.419742
49,285,8.861451
49,357,4.638594
49,369,7.137089
50,311,6.680114
51,165,2.003552
52,173,8.660168
52,252,5.444044
53,6,4.508971
53,87,2.163165
53,412,3.164167
54,262,8.816226
54,306,4.680642
54,502,3.657929
55,6,9.991175
55,219,6.308578
57,121,0.015944
57,125,7.735787
57,233,3.198584
57,366,6.828117
57,418,2.060566
58,82,7.092117
58,250,0.954543
58,304,7.642408
59,11,2.146383
59,25,0.819797
59,55,9.522075
59,433,3.904637
60,140,6.924768
60,406,7.770890
61,47,4.230374
61,63,1.947735
61,94,1.926320
61,421,2.448102
61,445,1.373185
63,379,6.014091
64,16,8.285264
65,66,9.879491
65,273,2.343656
65,327,2.201912
65,451,6.963113
66,90,6.965466
67,35,6.698511
67,36,0.573842
67,87,2.277807
67,192,7.001346
68,18,7.628082
68,65,5.543574
69,79,3.303367
69,324,1.439022
69,480,4.858399
70,291,8.134524
70,354,7.392576
71,58,1.361969
71,84,3.114281
71,103,5.185655
71,335,2.595839
72,336,3.936246
73,83,4.764203
73,88,2.800138
73,109,3.703723
73,456,6.721124
74,194,5.144224
75,51,7.210471
75,153,4.612366
76,23,3.222385
76,330,5.176282
77,9,4.024311
77,326,9.865162
77,493,6.704283
78,62,5.421685
78,75,8.294095
78,152,2.749355
78,474,5.465905
79,6,2.673467
79,135,2.474864
81,52,6.943296
81,209,8.172842
83,131,1.615882
84,53,7.081185
85,111,5.828387
88,409,9.915415
89,273,2.802322
89,347,1.720077
90,74,4.961954
90,82,1.639180
90,127,7.832090
90,346,4.369893
90,498,5.852024
91,420,0.677829
92,54,3.903417
92,76,3.863837
93,47,6.593943
93,77,5.391226
93,122,8.161162
94,102,6.864155
94,155,0.103382
94,214,5.214391
94,218,2.214645
94,314,0.715642
94,325,7.240400
95,93,0.515520
95,127,4.577047
95,221,4.470431
95,400,2.866564
95,486,6.959418
96,113,6.814833
97,113,0.584178
97,200,5.428508
97,496,8.563364
98,104,3.781729
98,342,5.765968
99,137,6.796529
99,181,0.365521
99,478,9.733823
100,68,3.519674
100,88,6.080039
101,205,5.533093
101,228,3.575681
102,70,9.742781
102,229,2.522761
103,115,8.132350
103,295,2.453416
103,307,6.951616
103,372,2.643566
104,317,1.174545
106,64,1.145620
106,154,0.070733
106,394,5.997599
107,59,0.834240
107,87,3.759348
107,230,1.245137
107,255,0.306057
107,298,4.947504
107,331,9.340964
108,28,3.602982
108,126,5.004554
108,248,6.722316
108,260,7.570134
109,236,2.313413
109,332,5.630394
110,44,6.169938
111,217,2.255764
